Subject,Release,Acquisition,Gender,Age,3T_Full_MR_Compl,7T_Full_MR_Compl,MEG_FullProt_Compl,age_group,strata
209228,S900,Q08,F,26-30,True,True,False,26-30,26-30_F
802844,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
123420,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
117122,Q1,Q01,F,26-30,True,False,False,26-30,26-30_F
212116,S500,Q06,M,26-30,True,False,False,26-30,26-30_M
611938,S900,Q09,M,22-25,True,False,False,22-25,22-25_M
129634,S900,Q11,M,22-25,True,False,False,22-25,22-25_M
792867,S900,Q12,M,36+,True,False,False,36+,36+_M
131722,S500,Q06,F,26-30,True,True,False,26-30,26-30_F
144428,S900,Q02,M,22-25,True,False,False,22-25,22-25_M
117930,S900,Q10,F,31-35,True,False,False,31-35,31-35_F
191942,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
843151,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
172938,S500,Q04,F,31-35,True,False,False,31-35,31-35_F
214423,Q2,Q02,M,22-25,True,False,False,22-25,22-25_M
176542,Q3,Q03,F,26-30,True,True,False,26-30,26-30_F
990366,S900,Q10,M,22-25,True,False,False,22-25,22-25_M
467351,S900,Q03,M,31-35,True,True,False,31-35,31-35_M
156031,S900,Q11,F,26-30,True,False,False,26-30,26-30_F
204521,S500,Q07,F,31-35,True,True,True,31-35,31-35_F
510225,S1200,Q08,F,26-30,True,False,False,26-30,26-30_F
202113,S900,Q10,F,22-25,True,False,False,22-25,22-25_F
835657,S900,Q11,F,31-35,True,False,False,31-35,31-35_F
705341,Q3,Q03,M,31-35,True,False,False,31-35,31-35_M
208125,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
118528,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
157437,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
826454,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
732243,Q1,Q02,F,31-35,True,True,False,31-35,31-35_F
788674,S1200,Q11,F,31-35,True,False,False,31-35,31-35_F
445543,S500,Q05,M,26-30,True,False,False,26-30,26-30_M
135124,S1200,Q13,F,31-35,True,True,False,31-35,31-35_F
255639,Q1,Q01,F,26-30,True,False,True,26-30,26-30_F
145632,S1200,Q08,M,26-30,True,False,False,26-30,26-30_M
555954,S1200,Q09,M,26-30,True,False,False,26-30,26-30_M
185038,S1200,Q11,M,31-35,True,False,False,31-35,31-35_M
896879,Q1,Q02,M,26-30,True,False,False,26-30,26-30_M
865363,Q1,Q01,M,22-25,True,False,False,22-25,22-25_M
520228,S900,Q10,M,22-25,True,False,False,22-25,22-25_M
599065,S900,Q04,M,22-25,True,False,False,22-25,22-25_M
164939,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
845458,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
175742,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
877269,S500,Q05,F,22-25,True,False,False,22-25,22-25_F
590047,S1200,Q09,M,22-25,True,False,False,22-25,22-25_M
148335,Q3,Q04,F,31-35,True,False,False,31-35,31-35_F
134728,S900,Q08,M,26-30,True,False,False,26-30,26-30_M
869472,S1200,Q11,F,22-25,True,False,False,22-25,22-25_F
627852,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
878877,S1200,Q09,M,26-30,True,True,False,26-30,26-30_M
459453,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
414229,Q2,Q03,M,31-35,True,False,False,31-35,31-35_M
187850,S500,Q06,M,22-25,True,False,False,22-25,22-25_M
393550,S900,Q08,M,26-30,True,False,False,26-30,26-30_M
731140,S900,Q11,F,31-35,True,False,False,31-35,31-35_F
158338,S900,Q08,M,22-25,True,False,False,22-25,22-25_M
176441,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
148840,S500,Q04,F,22-25,True,False,False,22-25,22-25_F
105014,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
677766,S900,Q09,M,26-30,True,False,False,26-30,26-30_M
506234,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
214019,Q2,Q02,F,31-35,True,True,False,31-35,31-35_F
454140,S1200,Q12,M,31-35,True,False,False,31-35,31-35_M
206727,S1200,Q09,M,22-25,True,False,False,22-25,22-25_M
698168,S1200,Q12,M,22-25,True,False,False,22-25,22-25_M
133625,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
212419,S500,Q05,F,26-30,True,True,False,26-30,26-30_F
587664,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
162228,S500,Q07,M,22-25,True,False,False,22-25,22-25_M
198855,S500,Q05,M,26-30,True,False,False,26-30,26-30_M
120515,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
709551,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
205826,Q3,Q03,M,31-35,True,False,False,31-35,31-35_M
151627,Q2,Q02,F,26-30,True,False,False,26-30,26-30_F
965771,S500,Q05,M,31-35,True,False,False,31-35,31-35_M
223929,S900,Q09,M,31-35,True,False,False,31-35,31-35_M
210415,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
186444,S900,Q10,F,22-25,True,False,False,22-25,22-25_F
757764,S1200,Q13,F,36+,True,True,False,36+,36+_F
814548,S1200,Q13,F,31-35,True,False,False,31-35,31-35_F
825553,S1200,Q09,M,26-30,True,False,False,26-30,26-30_M
126628,S500,Q04,M,31-35,True,False,False,31-35,31-35_M
310621,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
211215,S500,Q04,M,26-30,True,False,False,26-30,26-30_M
111312,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
167036,S500,Q04,F,26-30,True,True,False,26-30,26-30_F
120212,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
108323,S500,Q04,F,26-30,True,True,True,26-30,26-30_F
108828,S500,Q05,M,31-35,True,False,False,31-35,31-35_M
246133,Q3,Q03,F,26-30,True,True,False,26-30,26-30_F
179346,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
138231,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
181232,S500,Q04,F,26-30,True,True,False,26-30,26-30_F
693764,S900,Q11,M,31-35,True,False,False,31-35,31-35_M
965367,S500,Q07,M,31-35,True,False,False,31-35,31-35_M
421226,S1200,Q13,M,31-35,True,False,False,31-35,31-35_M
378756,S1200,Q12,M,26-30,True,False,False,26-30,26-30_M
191841,S500,Q04,F,26-30,True,True,False,26-30,26-30_F
178142,S500,Q05,F,26-30,True,True,False,26-30,26-30_F
833148,S500,Q05,M,26-30,True,False,False,26-30,26-30_M
144731,S900,Q10,F,26-30,True,False,False,26-30,26-30_F
449753,S900,Q10,M,22-25,True,False,False,22-25,22-25_M
148941,S500,Q07,M,26-30,True,False,False,26-30,26-30_M
516742,S1200,Q11,M,31-35,True,False,False,31-35,31-35_M
135629,S1200,Q12,M,22-25,True,False,False,22-25,22-25_M
952863,S900,Q10,F,22-25,True,False,False,22-25,22-25_F
667056,S900,Q10,M,22-25,True,False,True,22-25,22-25_M
156334,MEG2,Q03,F,26-30,True,True,True,26-30,26-30_F
389357,S900,Q07,F,26-30,True,True,False,26-30,26-30_F
173940,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
191033,S500,Q06,F,26-30,True,True,True,26-30,26-30_F
140824,Q3,Q04,M,31-35,True,False,False,31-35,31-35_M
307127,Q1,Q02,F,31-35,True,False,False,31-35,31-35_F
127226,S1200,Q08,M,22-25,True,False,False,22-25,22-25_M
316633,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
104416,S900,Q09,F,31-35,True,True,False,31-35,31-35_F
121416,S900,Q08,M,26-30,True,False,False,26-30,26-30_M
134223,S900,Q11,F,26-30,True,False,False,26-30,26-30_F
137633,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
613538,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
562446,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
784565,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
360030,S1200,Q13,F,31-35,True,True,False,31-35,31-35_F
513736,S900,Q07,F,22-25,True,False,False,22-25,22-25_F
188751,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
112112,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
386250,S500,Q04,M,22-25,True,False,False,22-25,22-25_M
115825,S900,Q10,M,22-25,True,True,False,22-25,22-25_M
211619,S1200,Q13,M,26-30,True,False,False,26-30,26-30_M
871762,S500,Q06,M,26-30,True,True,False,26-30,26-30_M
183034,S500,Q05,M,31-35,True,False,False,31-35,31-35_M
634748,S1200,Q13,F,22-25,True,False,False,22-25,22-25_F
481042,S1200,Q12,F,31-35,True,False,False,31-35,31-35_F
107725,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
453441,S900,Q07,M,31-35,True,False,False,31-35,31-35_M
962058,S1200,Q08,M,26-30,True,False,False,26-30,26-30_M
567759,S1200,Q09,F,26-30,True,False,False,26-30,26-30_F
803240,S900,Q09,M,22-25,True,False,False,22-25,22-25_M
149337,Q1,Q02,M,31-35,True,False,False,31-35,31-35_M
178647,S900,Q08,F,31-35,True,True,False,31-35,31-35_F
257845,S900,Q09,M,26-30,True,True,True,26-30,26-30_M
818859,S900,Q08,M,31-35,True,True,False,31-35,31-35_M
128127,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
185947,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
188347,Q3,Q04,F,26-30,True,False,False,26-30,26-30_F
852455,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
203923,S900,Q09,F,26-30,True,False,False,26-30,26-30_F
989987,S1200,Q13,M,31-35,True,False,False,31-35,31-35_M
422632,S500,Q04,F,22-25,True,False,False,22-25,22-25_F
127630,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
181131,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
161731,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
131217,S500,Q06,F,26-30,True,True,False,26-30,26-30_F
774663,S1200,Q13,M,26-30,True,False,False,26-30,26-30_M
695768,S500,Q06,M,26-30,True,False,False,26-30,26-30_M
201111,Q1,Q01,M,26-30,True,False,False,26-30,26-30_M
198653,S900,Q10,M,22-25,True,True,True,22-25,22-25_M
955465,S900,Q08,M,26-30,True,False,False,26-30,26-30_M
553344,S900,Q11,F,31-35,True,False,False,31-35,31-35_F
815247,S1200,Q08,M,26-30,True,False,False,26-30,26-30_M
283543,S900,Q09,M,22-25,True,True,True,22-25,22-25_M
761957,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
930449,S500,Q05,F,22-25,True,False,False,22-25,22-25_F
151223,Q2,Q02,F,26-30,True,False,False,26-30,26-30_F
156637,Q1,Q01,M,31-35,True,False,False,31-35,31-35_M
377451,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
917255,Q1,Q02,M,31-35,True,False,False,31-35,31-35_M
485757,Q2,Q03,F,31-35,True,False,False,31-35,31-35_F
346945,S900,Q07,F,22-25,True,False,False,22-25,22-25_F
832651,S1200,Q12,M,22-25,True,False,False,22-25,22-25_M
395251,S900,Q11,F,26-30,True,False,False,26-30,26-30_F
162733,Q3,Q04,F,26-30,True,False,False,26-30,26-30_F
101915,Q3,Q04,F,31-35,True,False,False,31-35,31-35_F
765864,S1200,Q08,F,26-30,True,True,False,26-30,26-30_F
200109,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
103414,Q2,Q02,F,22-25,True,False,False,22-25,22-25_F
300618,S900,Q04,M,22-25,True,False,False,22-25,22-25_M
162329,Q1,Q01,F,26-30,True,False,False,26-30,26-30_F
194443,S1200,Q12,M,26-30,True,False,False,26-30,26-30_M
970764,S1200,Q09,F,22-25,True,False,False,22-25,22-25_F
195849,S500,Q05,M,22-25,True,False,False,22-25,22-25_M
169040,S900,Q08,M,22-25,True,True,True,22-25,22-25_M
206828,S1200,Q11,M,22-25,True,False,False,22-25,22-25_M
214726,S500,Q06,M,22-25,True,False,False,22-25,22-25_M
725751,S900,Q05,M,26-30,True,True,True,26-30,26-30_M
140117,S500,Q04,F,26-30,True,True,True,26-30,26-30_F
146432,S500,Q06,M,31-35,True,True,False,31-35,31-35_M
196750,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
164030,S500,Q05,M,31-35,True,False,False,31-35,31-35_M
468050,S1200,Q08,F,31-35,True,False,False,31-35,31-35_F
174437,S900,Q01,F,31-35,True,False,False,31-35,31-35_F
599671,S500,Q05,M,26-30,True,False,True,26-30,26-30_M
217126,Q3,Q04,M,22-25,True,False,False,22-25,22-25_M
130417,S900,Q07,M,26-30,True,False,False,26-30,26-30_M
330324,S900,Q09,M,26-30,True,True,False,26-30,26-30_M
571144,S900,Q09,M,22-25,True,False,False,22-25,22-25_M
145127,S900,Q08,M,22-25,True,False,False,22-25,22-25_M
204218,S1200,Q09,M,26-30,True,False,False,26-30,26-30_M
912447,S500,Q06,M,26-30,True,False,False,26-30,26-30_M
371843,Q3,Q03,F,31-35,True,False,False,31-35,31-35_F
665254,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
562345,S900,Q07,F,31-35,True,True,False,31-35,31-35_F
238033,S1200,Q09,M,31-35,True,False,False,31-35,31-35_M
179245,S900,Q10,F,31-35,True,False,False,31-35,31-35_F
128026,S900,Q10,F,26-30,True,False,False,26-30,26-30_F
933253,S1200,Q12,F,26-30,True,False,False,26-30,26-30_F
816653,S500,Q04,F,22-25,True,False,False,22-25,22-25_F
917558,S900,Q12,F,31-35,True,False,False,31-35,31-35_F
120111,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
123117,Q2,Q03,M,26-30,True,False,False,26-30,26-30_M
159441,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
196346,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
558960,S1200,Q12,F,31-35,True,False,False,31-35,31-35_F
208226,Q3,Q03,F,22-25,True,False,False,22-25,22-25_F
453542,S1200,Q12,F,31-35,True,False,False,31-35,31-35_F
176037,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
395756,S900,Q11,F,31-35,True,True,False,31-35,31-35_F
910241,S500,Q05,M,26-30,True,True,False,26-30,26-30_M
604537,S900,Q11,M,22-25,True,False,False,22-25,22-25_M
525541,S900,Q10,F,26-30,True,True,False,26-30,26-30_F
133019,S500,Q06,F,26-30,True,False,True,26-30,26-30_F
957974,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
188549,S900,Q08,M,22-25,True,False,False,22-25,22-25_M
555348,S900,Q09,F,31-35,True,False,False,31-35,31-35_F
161327,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
149842,S900,Q10,F,31-35,True,False,False,31-35,31-35_F
810843,S900,Q11,M,31-35,True,False,False,31-35,31-35_M
190031,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
145834,S500,Q06,F,26-30,True,True,False,26-30,26-30_F
162935,S900,Q09,M,22-25,True,True,True,22-25,22-25_M
180836,S500,Q05,F,31-35,True,False,False,31-35,31-35_F
176239,S900,Q07,M,31-35,True,False,False,31-35,31-35_M
100307,Q1,Q01,F,26-30,True,False,False,26-30,26-30_F
105923,MEG2,Q07,F,31-35,True,True,True,31-35,31-35_F
769064,S900,Q10,M,26-30,True,False,False,26-30,26-30_M
214221,Q2,Q03,F,22-25,True,False,False,22-25,22-25_F
657659,S900,Q12,F,22-25,True,False,False,22-25,22-25_F
108020,S1200,Q12,M,22-25,True,False,False,22-25,22-25_M
257542,S900,Q11,F,26-30,True,False,False,26-30,26-30_F
910443,S900,Q11,F,26-30,True,False,False,26-30,26-30_F
336841,S900,Q08,M,26-30,True,False,False,26-30,26-30_M
660951,MEG2,Q08,F,26-30,True,False,True,26-30,26-30_F
305830,S900,Q10,F,22-25,True,False,False,22-25,22-25_F
175439,Q2,Q02,F,31-35,True,False,False,31-35,31-35_F
529549,S900,Q07,F,26-30,True,False,False,26-30,26-30_F
143325,Q1,Q01,F,31-35,True,False,False,31-35,31-35_F
826353,Q1,Q01,F,26-30,True,True,False,26-30,26-30_F
124826,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
143830,S1200,Q06,F,26-30,True,False,False,26-30,26-30_F
130013,Q1,Q01,M,26-30,True,False,False,26-30,26-30_M
151526,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
656253,S900,Q07,M,26-30,True,False,False,26-30,26-30_M
825048,MEG2,Q07,F,31-35,True,True,False,31-35,31-35_F
381038,S900,Q08,F,26-30,True,True,False,26-30,26-30_F
114823,S900,Q07,F,31-35,True,True,False,31-35,31-35_F
994273,S500,Q06,M,26-30,True,False,False,26-30,26-30_M
177140,S1200,Q13,F,31-35,True,True,False,31-35,31-35_F
320826,S900,Q10,F,31-35,True,True,False,31-35,31-35_F
110613,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
922854,S500,Q07,M,26-30,True,False,False,26-30,26-30_M
150726,S500,Q05,M,22-25,True,False,False,22-25,22-25_M
203418,S500,Q04,M,26-30,True,True,False,26-30,26-30_M
334635,S500,Q05,F,22-25,True,False,False,22-25,22-25_F
139839,S900,Q07,M,26-30,True,False,False,26-30,26-30_M
104012,MEG2,Q07,F,26-30,True,False,True,26-30,26-30_F
308331,S500,Q04,M,26-30,True,False,False,26-30,26-30_M
123521,S900,Q10,M,22-25,True,False,False,22-25,22-25_M
131823,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
680957,Q3,Q03,F,26-30,True,True,True,26-30,26-30_F
513130,S1200,Q12,F,26-30,True,False,False,26-30,26-30_F
828862,S1200,Q13,F,26-30,True,False,False,26-30,26-30_F
908860,S1200,Q10,M,26-30,True,False,False,26-30,26-30_M
333330,S900,Q10,F,31-35,True,False,False,31-35,31-35_F
111413,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
194645,S500,Q06,M,26-30,True,False,False,26-30,26-30_M
656657,S900,Q11,M,22-25,True,False,False,22-25,22-25_M
206323,S1200,Q12,F,31-35,True,False,False,31-35,31-35_F
115017,S900,Q06,F,31-35,True,True,False,31-35,31-35_F
117021,S1200,Q12,F,26-30,True,False,False,26-30,26-30_F
671855,S900,Q09,M,26-30,True,True,False,26-30,26-30_M
192136,S900,Q11,M,22-25,True,False,False,22-25,22-25_M
663755,S900,Q11,F,22-25,True,False,False,22-25,22-25_F
106319,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
871964,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
250932,S500,Q05,F,31-35,True,False,False,31-35,31-35_F
992774,Q2,Q02,M,31-35,True,False,False,31-35,31-35_M
707749,S900,Q07,M,31-35,True,False,True,31-35,31-35_M
500222,S500,Q05,F,26-30,True,False,False,26-30,26-30_F
559457,S1200,Q13,M,31-35,True,False,False,31-35,31-35_M
572045,S900,Q08,F,31-35,True,True,False,31-35,31-35_F
227432,S900,Q07,M,31-35,True,False,False,31-35,31-35_M
130316,Q3,Q03,F,26-30,True,False,False,26-30,26-30_F
136631,S1200,Q09,M,22-25,True,False,False,22-25,22-25_M
187345,S900,Q09,F,31-35,True,True,False,31-35,31-35_F
158136,S500,Q04,M,31-35,True,True,False,31-35,31-35_M
101107,S500,Q06,M,22-25,True,False,False,22-25,22-25_M
735148,S900,Q06,M,22-25,True,False,True,22-25,22-25_M
598568,Q2,Q03,M,26-30,True,False,False,26-30,26-30_M
192540,Q1,Q01,F,26-30,True,False,False,26-30,26-30_F
322224,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
316835,S900,Q10,F,26-30,True,False,False,26-30,26-30_F
129028,Q2,Q03,M,26-30,True,False,False,26-30,26-30_M
548250,S900,Q08,M,22-25,True,False,False,22-25,22-25_M
751348,Q3,Q03,M,26-30,True,False,False,26-30,26-30_M
932554,Q2,Q02,M,26-30,True,False,False,26-30,26-30_M
192843,S500,Q05,M,26-30,True,False,False,26-30,26-30_M
144832,S500,Q06,F,22-25,True,False,False,22-25,22-25_F
647858,S900,Q11,M,26-30,True,False,False,26-30,26-30_M
181636,S900,Q08,F,31-35,True,False,False,31-35,31-35_F
154835,S500,Q07,F,31-35,True,False,False,31-35,31-35_F
771354,S500,Q04,F,26-30,True,True,False,26-30,26-30_F
161630,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
406836,S900,Q10,F,31-35,True,True,True,31-35,31-35_F
210011,S500,Q05,M,22-25,True,False,False,22-25,22-25_M
173536,S500,Q06,F,31-35,True,False,False,31-35,31-35_F
679770,S900,Q09,M,26-30,True,False,True,26-30,26-30_M
728454,S1200,Q12,M,22-25,True,False,False,22-25,22-25_M
111716,Q3,Q04,F,31-35,True,False,False,31-35,31-35_F
120414,S1200,Q12,F,26-30,True,False,False,26-30,26-30_F
149741,S500,Q05,M,26-30,True,False,True,26-30,26-30_M
366042,S500,Q04,F,26-30,True,False,False,26-30,26-30_F
130619,S900,Q10,F,26-30,True,False,False,26-30,26-30_F
160830,S500,Q06,F,26-30,True,False,False,26-30,26-30_F
393247,S900,Q08,F,31-35,True,True,False,31-35,31-35_F
456346,S900,Q10,F,22-25,True,False,False,22-25,22-25_F
480141,S500,Q04,F,22-25,True,False,False,22-25,22-25_F
130114,S1200,Q08,M,26-30,True,True,False,26-30,26-30_M
207426,S900,Q08,M,26-30,True,False,False,26-30,26-30_M
996782,S900,Q08,F,26-30,True,False,False,26-30,26-30_F
174841,S900,Q09,M,22-25,True,False,False,22-25,22-25_M
517239,S900,Q11,M,22-25,True,False,False,22-25,22-25_M
106824,S1200,Q13,M,22-25,True,False,False,22-25,22-25_M
